id,title,writer,datetime,question,answer
4548,보수의 수도,다요우파메카노,2022.03.19,"    대구는 보수의 수도입니다.그만큼 이번 지선에서 보수를 리모델링하기에 딱 좋은 본진입니다. 저는 대구 사람이 아니지만,이번 대구 시장 선거에서 꼭 당선되시길 바라겠습니다. 당선되셔서 낙후된 대구의 정치, 문화, 경제를 살려주세요!^^ 그리고 청년 정치인 모집을 다른 지역도 생각이 있으신가요? 저는 대구 사람이 아니라서 이번에 신청을 할 수가 없었습니다. 이런 기회들을 다른 지역에도 골고루 기회가 있을 때 만들어주셨으면 좋겠습니다. 감사합니다.",고맙습니다
4547,의원님 청꿈과 함께 홍카콜라에 대한 기대도 큰데요,홍토벤,2022.03.18,"홍카콜라가 정말 반응도 좋고 사랑도 많이받았죠그런데  홍준표의 뉴스콕 이후로 의원님 말씀을 단순히 전달하고 활동 일부를 소개하는 홍준표 홍보 1인 언론 느낌이 듭니다 , 의원님께서 대구 시장이되시면 홍카콜라를 대구 시정활동 홍보소개 유튜브가 아닌 앞으로 5년2027년까지 더욱 많은 사람들이 소통할수 있는 유튜브로 발전시켜주십시오 부탁드립니다",검토하겠습니다
4546,"유튜브에 토론 , 홍준표로 검색해서  조회수가 가장 많은 영상이 유시민 씨와의 토론이었습니다",홍토벤,2022.03.18,"조회수가 대략 천만이니 어마어마한 조회수입니다  ,  그만큼 홍 의원님 토론을 다들좋아하고 관심 있어한다는 것인데윤 당선인 정말 소수의 격차로 이겼습니다 압도적인 표차로 이겨도 민주당에게 제 목소리 못 낼 판에 동력원도 상실했고최근여론조사에서도 윤이 잘하지 못 한다가 압도합니다이겼다고 그리 신나는지 온갖 곳을 싸돌아다니며 먹방을 하고  청사를 용산으로 옮기니 마니 .     대통령이 술 퍼마시면서 취권 쓰는 자린가요 대구 시장에서 당선되시고 난 후 100분 토론에  나가셔서 국민의 힘에 대해 애정의 쓴소리 좀 날려주세요 의원님",그토론은 레전드가 되었지요.상호 존중하되 날카로운 대립도 있었으니까요
4545,솔직히 준표형님 노화가 걱정됩니다.,강한대한민국,2022.03.18,"요즘은 특히 젊은 세대는 회사나 사회에서정말 미칠 듯이 고강도로 빠르게 업무와 의사를 처리합니다.하물며 회사나 기업이 아닌 배달오토바이도 미친 듯이 달리는 게 요즘입니다.준표형님도 이제 60대 후반이 되었는데, 지식이나 상식은 저희들보다 쌓여있을지라도스피드 스피치, 토킹이 가능할지 안 할지는 개인의 노력과 의지보다 신체의 문제입니다.저희들이 계속 운동하라고 하는 게 그런 이유입니다.준표형님은 신체의 노화에 대해서 어떻게 대비할 생각입니까??제발 DJ처럼 노년에라도 건강히 대통령해주십쇼 ㅠㅠㅠ건강이 최곱니다. 아니면 젊은 세대와 1대1로 토킹하면서 노화에 최대한 대비해주십쇼.",세월이기는 장사 없습니다.
4544,영원한 내마음속 대통령 무대홍!,다시꿈꾸다,2022.03.18,충신불사이군!사랑합니다. 건강관리에 유의하세요.,고맙습니다
4543,한고조 유방 역발산기개세 항우,다시꿈꾸다,2022.03.18,실력으로 볼때백전백승 항우였지만운빨은 한고조 유방 승리!역시 인생은 운빨!무대홍님불운?행운?송구스럽습니다. 어려운 질문드려서.,운칠기삼
4542,홍카 이때가 무슨 상황이었는지 말해주실 수 있으신가용?,담,2022.03.18,말씀하시는게보통 자신을 인질삼아협박하는 사람에게 하는 것이신데추가) 우연히 해당기사를 보았습니다https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010452657&viewType=pc대선 선거유세 중 한 생명을 지키셨네요!,사시부활외치는 고시생이 한강다리 위에 올라갔을때
4541,의원님,자연,2022.03.18,포켓몬빵 드셔 보셨나요?요즘 인기가 많은 빵이라고 하는데요드셔 보셨는지 궁금해요,못먹어 봤어요
4540,의원님 대구 관련 드릴 말씀이 있습니다.,JP순대,2022.03.18,"대구 시장이 되신다면,  현재 대구의 어느지역부터 리모델링이 시급할까요?저는 서구라고 생각합니다. 중구 및 남부, 제가사는 달서구 등은 비교적 최근까지도 어느정도 개발화가 되는중이지만,  제가 운동부를 하며 지내온 서구쪽은 아직 어떠한 지역 재개발도 진행되지 않은듯 합니다.(서대구역 정도 생긴거 말고는 없습니다ㅠㅠ) 당연히 의원님께서 저보다 더 잘아시고 모든 구상을 마치셨을거라는걸 압니다.다만, 서구도 한번은 더 봐주시길 간곡히 청하옵니다.제 학창시절을 보낸 그곳을 지나갈때마다 항상 하는 생각입니다! 오늘도 운동하셔야 합니다. 혹시 안하셨다면 지금 바로 산책 준비하시고, 다녀오시길 국민의 이름으로 아주 살짝 간청합니다. 존경하고, 사랑합니다♥",알겠습니다
4539,준표형 다음 파리 올림픽에 비보이가 종목으로 채택이 되었어요!!,0nasty0,2022.03.18,그래서 인지 방송으로도 나오네요!!우리나라 비보이들이 혜택도 없이전세계에서 열심히 국위선양중인데 비보이 보신적은 있으신지 어떻게 생각하시는지 궁금합니다!!,금메달 따겠네요
4538,울산광역시의 아쉬운 부분에 대해 질문이 있습니다.,꿈꿈이,2022.03.18,"11랩찍고 바로 왔습니다. 홍준표 의원님 안녕하세요!울산 거주자는 아니지만 궁금한 부분이 있어서 글을 쓰게 되었습니다.울산광역시는 광역자치단체임에도 불구하고 없는 것들이 있습니다. 질문은 1. 울산에 병무청 설치, 2. 부산대학교를 제외한 부산의 종합국립대 2개중 1개를 울산으로 이전 이 두가지에 대해서 홍준표 의원님의 생각이 어떠신지 궁금합니다. 질문에 대한 내용은 다음과 같습니다20살 남성들은 다 받는 신체검사 같은경우 울산에는 병무청이 없어서 부산병무청에서 신체검사를 받아야 합니다.광주나 울산이나 둘다 백만도시인데 광주는 있으나 왜 울산은 없는 것인지 그리고 울산에 병무청을 짓는 것은 어떻게 생각하시는지 궁금합니다. 또한 울산에는 종합국립대학이 없습니다. 서울은 서울대학교, 부산은 부산대학교, 부경대학교, 한국해양대학교, 대구는 경북대학교, 광주는 전남대학교, 대전은 충남대학교와 한밭대학교, 인천은 인천대학교 이렇게 광역자치단체인 시들에는 종합국립대가 있습니다. 하지만 울산광역시와 세종특별자치시에는 종합국립대학교가 없습니다.그런데 여기서 부산에는 종합국립대가 무려 3개의 대학교나 있습니다. 부산대학교, 부경대학교, 한국해양대학교 이렇게 있는데 부산대학교는 부산이니까 부산에 둬야 하지만 부경대나 한국해양대같은 국립대를 울산으로 이전하는 것에 대해서는 어떻게 생각하시나요?",대학은 구조조정을 해야할 때입니다
4537,준표형!! 이번에 대구시장이 되고 4년뒤에 대선 출사표 하실거지요?,괴도키드,2022.03.18,꼬옥! 부탁드립니다~~!! 한번 더 나와주이소!~~~,그때가봐야
4536,준표형 정치인은 국민한테 헌신을 바탕으로 뭘 더 준비해야 할까요,이제이제찢재명,2022.03.18,"학력?,재산?궁금합니다",글쎄요
4535,의원님,홍석천,2022.03.18,사랑합니다♥하고싶은말씀 아무거나 남겨주세요♥♥♥,고맙습니다
4534,대구광역시장 홍준표 화이팅!!!!,도탁스,2022.03.18,화이팅!!,내고향부터
4533,전 정부도 그렇고 왜 자꾸 청와대를 옮기려는 걸까요?,정치꿈나무,2022.03.18,1800년에 지어진 백악관도 보수공사 하면서 잘 쓰는거 보면 결국은 건물이 아니라 사람이 문제인거 같은데 왜 자리 옮기는데에만 집착하는 걸까요?이러한 행위에 무슨 깊은 뜻이라도 있을까요?,건물이 문제가 아니라 사람이 문제지요
4532,지켜드릴게요 🥳,d913,2022.03.17,파란만장 삶이지만 포기하지 않고 오뚝이처럼 일어서는스트롱맨 ~ 살기위해 공부했고 ~이땅의 정의를 위해 싸워오신 ‼️‼️자유와 기회라는 숭고한 가치를알게 해주신 분 . . 많은사람들이 진가를 알때까지 . . .응원해요 홍부지 ‼️‼️청꿈이들‼️‼️ㅡ 방해공작 음해세력 코인팔이 틀튜브 및 기사악플 속에서 울 홍카님 우리가지켜드려요 ㅠ ㅠ ~ ㅡ,사악한 틀튜브
4531,홍버지님 위로 한번만 해주세요,전북현대요셉,2022.03.17,"내일이 11년전과 같은 금요일인데정확히 11년전 금요일이 첫사랑한테 실연당한 날이에요.실연당한지 10년째 되던 작년에는 이재영 이다영 학교폭력 및 피해자 고소 사건으로 그보다 더한 상처를 받았고요.타마시로 티나 일본 여자배우를 좋아하게 되었는데티나가 맡은 엔마 아이가 원작 애니에서 마을 사람들에게 괴롭힘을 당하고(다수의 협박 때문이지만) 첫사랑에게도 외면받고 죽게 되고 지옥소녀로 부활하면서도자기와 같은 약자들을 위해 희생하고 사랑하는 행적이 마음에 들어서 지옥소녀를 좋아하게 되었어요.그동안 당해왔던 배신감이 컸던 탓에 티나도 믿지 못했지만,어제 티나가 맡은 영화 지옥소녀도 같은 지옥소녀이고,지옥소녀가 배신당하거나 실연당해서는 안된다는 그 마음으로 티나를 믿고 받아주게 되었어요.티나를 비롯해서 그 어떤 사람들도 배신당하지 않고 사랑받기를 바라는 마음 뿐입니다.절 떠나간 첫사랑도 실연당하지 않고 행복하게 살아가는 마음을 갖고 있습니다. 첫사랑과 티나가 만약 실연당하면 그 아픔 저도 잘 알기에,배신당하지 않고 좋은 사랑 맺기를 바라는 그 마음으로 첫사랑도 받아주고 어제 비로소 티나의 찐팬이 되었습니다.애니의 지옥소녀는 저와 같은 아픔을 겪었지만 사람들을 생각하고 티나 지옥소녀는 학교폭력 가해자를 심판하는 모습이 가해자 이재영 이다영을 심판하는 모습과 겹쳐보여서, 이 두가지 덕분에 티나를 좋아하게 되었습니다.홍버지님 이혼하거나 부부싸움하지 말고 꼭 천국까지 행복한 사랑 이어가시길 축복하겠습니다.제 심적 아버지 같은 홍버지께서 짧은 위로 한마디만 해주신다면 진심으로 감사드리겠습니다.",10년되었으면 잊어도 될만한 세월입니다.잘살도록 기원해 주시고 잊어버리십시오
4530,홍준표 의원님.,메건,2022.03.17,남자지만 사랑합니다.,고맙습니다
4529,정치인으로서,종신홍카팬,2022.03.17,가장 중요한 덕목이 뭐라고 생각하십니까?,헌신
4528,핵무장을 하면,이회창,2022.03.17,한국 핵무장 찬성론자로서 핵무장할 시에 우리나라에는 아주 좋은 국방수단이 생기지만 그렇게 된다면 동아시아 핵무기 도미노가 발생할 가능성이 높다고 하는데요한국 핵무장 선언 시 후에 대만이나 일본도 핵무장을 추진할 것이고 한국인들 특성상 일본 핵무장에 반대할 여론이 압도적일거 같은데 이렇게 된다면 여론을 잠재울 수 있는 방법이 있으신지 궁금합니다!,북한때문에 국제적인 사정도 많이 변했지요
4527,권영진 시장이 국힘 후보로는 대구 시장 못 나온다며 무소속 출마할거라고 예측성 발언을 하였습니다,홍토벤,2022.03.17,윤 정부가 들어섬과 함께 지방선거가치뤄지는데 홍 의원님을 어떻게든 배제하고 싶은가봅니다 권영진 시장은 이렇게 뒷담이나 깔거면저번에는 왜 의원님과 만났나요?,경선하면 되는데 자신이 없나보죠?
4526,경기도지사,태연탱구,2022.03.17,"안녕하세요. 의원님다름이 아니라 궁금한 점이 있어서요.유튜버 강용석이 여조지지율을높여 국힘당 경기도지사 후보로본인이 나오겠다고 합니다.안민석을 잡을 사람은 본인 밖에 없다고 하더군요.2012년 무소속 출마의 쓴 맛을맛 본 후, 본인은 다신 무소속으로출마는 안할 거랍니다.여조지지율이 높으면국힘에서 강용석도 데려다쓰는 게가능합니까?",글쎄요
4525,순금이가 말을 안 들을 때가 있나요?,김영삼,2022.03.17,한낱 동물이 천하의 강골검사이자 대표까지 역임한 다선 국회의원을 능멸하는 것인데 혼내진 않으시나요?,뼈다귀를 주면 근처 못 오도록 으르렁 거립니다
4524,유시민 전 장관과의 백분토론,김대중,2022.03.17,"지금 유튜브 편집본의 조회수가 1000만에 도달했습니다. 풀버전 기준으로는 1부 2부 유튜브 라이브 조회수를 합치면 570만입니다. 100분 토론 하나로 총 조회수가 1500만 정도인데 사실 홍준표라는 정치인의 이번 대선, 지선 여론조사 봤을 때 지금 2030에게 압도적인 인기를 지지를 받는 가장 큰 이유는 유튜브에 올라오는 토론을 보고 ""지나고보니 결국 홍준표 말이 맞았다""인 것 같습니다. 대구시장에 당선되신다면 100분토론에서 한 번 더 유시민 전 장관이랑 토론하는 것도 괜찮을 것 같습니다. 홍준표란 정치인의 매력은토론에서 가장 큰 능력을 발휘한다고 생각하고사실 이번 토론 때는 당내 경선 토론이라  조금 약하게 해서 총기가 떨어졌다고 하는 사람들도 있는데 그 사람들에게 한 방 먹일 때가 되었다고 생각합니다. 다음에 나올 경기도 차베스를 잡을 사람은 홍준표밖에 없다고 확신합니다. 그리고 이번 선거에서 남자는 보수 여자는 진보로 가는 것을 보면 젠더 갈등을 대비하여 패밀리즘 휴머니즘 정책에 대해 더 많은 연구가 필요할 것 같습니다. 다음 대선에도 홍준표를 지지하겠습니다. 꼭 건강 유지하세요!",대선후 백번토론 제의가 왔으나 이번에는 거절했습니다.
